index  ,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
34694,2,Internet,RoundTrip,225,4,11,Thu,PUSSIN,South Korea,1,0,1,6.33,0
34695,2,Mobile,RoundTrip,27,4,3,Sat,PUSSIN,South Korea,1,0,0,6.33,0
34696,2,Internet,RoundTrip,112,4,3,Fri,PUSSIN,South Korea,0,0,0,6.33,0
34697,3,Internet,RoundTrip,209,4,14,Thu,PUSSIN,South Korea,1,0,0,6.33,0
34698,4,Internet,RoundTrip,291,4,8,Mon,PUSSIN,South Korea,0,0,0,6.33,0
34699,4,Internet,RoundTrip,163,4,16,Wed,PUSSIN,South Korea,0,1,0,6.33,0
34700,2,Internet,RoundTrip,336,4,5,Wed,PUSSIN,South Korea,1,0,1,6.33,0
34701,1,Internet,RoundTrip,25,4,13,Tue,PUSSIN,Singapore,0,0,0,6.33,0
34702,2,Internet,RoundTrip,44,4,14,Wed,PUSSIN,South Korea,0,0,1,6.33,0
34703,1,Internet,RoundTrip,129,4,9,Sun,PUSSIN,South Korea,0,0,0,6.33,0
34704,1,Internet,RoundTrip,426,4,14,Sat,PUSSIN,South Korea,1,0,0,6.33,0
34705,2,Internet,RoundTrip,129,4,23,Thu,PUSSIN,South Korea,0,0,0,6.33,0
34706,1,Internet,RoundTrip,37,4,6,Tue,PUSSIN,Singapore,0,0,0,6.33,0
34707,2,Internet,RoundTrip,248,4,14,Sun,PUSSIN,Canada,1,0,0,6.33,0
34708,1,Internet,RoundTrip,43,4,1,Thu,PUSSIN,South Korea,0,0,1,6.33,0
34709,1,Internet,RoundTrip,6,4,8,Fri,PUSSIN,Singapore,0,1,0,6.33,0
34710,4,Internet,RoundTrip,69,4,9,Sat,PUSSIN,South Korea,1,0,0,6.33,0
34711,1,Internet,RoundTrip,31,4,6,Thu,PUSSIN,South Korea,1,0,0,6.33,0
34712,1,Internet,RoundTrip,89,4,2,Fri,PUSSIN,South Korea,1,0,0,6.33,0
34713,2,Internet,RoundTrip,91,4,11,Wed,PUSSIN,South Korea,1,0,0,6.33,0
34714,1,Internet,RoundTrip,268,4,6,Mon,PUSSIN,South Korea,0,0,1,6.33,0
34715,1,Internet,RoundTrip,79,4,10,Mon,PUSSIN,United States,1,0,0,6.33,0
34716,2,Internet,RoundTrip,78,4,6,Thu,PUSSIN,South Korea,1,0,0,6.33,0
34717,1,Internet,RoundTrip,152,4,9,Fri,PUSSIN,South Korea,0,0,0,6.33,0
34718,1,Internet,RoundTrip,234,4,7,Sun,PUSSIN,South Korea,0,0,1,6.33,0
34719,2,Internet,RoundTrip,159,4,9,Fri,PUSSIN,South Korea,1,0,0,6.33,0
34720,1,Internet,RoundTrip,17,4,4,Sun,PUSSIN,South Korea,0,0,1,6.33,0
34721,2,Internet,RoundTrip,87,4,0,Tue,PUSSIN,South Korea,1,0,0,6.33,0
34722,3,Mobile,RoundTrip,133,4,6,Wed,PUSSIN,South Korea,0,0,0,6.33,0
34723,1,Internet,RoundTrip,136,4,5,Tue,PUSSIN,South Korea,1,0,0,6.33,0
34724,2,Internet,RoundTrip,317,4,6,Mon,PUSSIN,South Korea,1,0,0,6.33,0
34725,1,Internet,RoundTrip,25,4,6,Mon,PUSSIN,South Korea,1,0,0,6.33,0
34726,4,Internet,RoundTrip,50,4,14,Thu,PUSSIN,South Korea,1,0,0,6.33,0
34727,4,Internet,RoundTrip,44,4,7,Wed,PUSSIN,South Korea,1,0,0,6.33,0
34728,2,Internet,RoundTrip,37,4,9,Wed,PUSSIN,South Korea,1,0,1,6.33,0
34729,1,Internet,RoundTrip,23,4,2,Wed,PUSSIN,South Korea,0,0,0,6.33,0
34730,1,Internet,RoundTrip,152,4,10,Fri,PUSSIN,South Korea,0,0,0,6.33,0
34731,2,Internet,RoundTrip,180,4,14,Fri,PUSSIN,South Korea,0,0,0,6.33,0
34732,1,Internet,RoundTrip,137,4,2,Wed,PUSSIN,South Korea,1,1,1,6.33,0
34733,1,Internet,RoundTrip,234,4,6,Sun,PUSSIN,South Korea,0,0,1,6.33,0
34734,2,Internet,RoundTrip,301,4,16,Wed,PUSSIN,South Korea,1,0,1,6.33,0
34735,2,Internet,RoundTrip,159,4,7,Fri,PUSSIN,South Korea,0,0,0,6.33,0
34736,2,Internet,RoundTrip,29,4,15,Thu,PUSSIN,South Korea,1,0,1,6.33,0
34737,1,Internet,RoundTrip,80,4,15,Sun,PUSSIN,South Korea,0,0,0,6.33,0
34738,1,Internet,RoundTrip,113,4,15,Tue,PUSSIN,South Korea,0,0,0,6.33,0
34739,1,Internet,RoundTrip,1,4,7,Fri,PUSSUB,Indonesia,1,0,0,6.33,1
34740,1,Internet,RoundTrip,5,4,0,Tue,PUSSUB,South Korea,0,0,0,6.33,0
34741,2,Internet,RoundTrip,407,4,6,Tue,PUSSYD,South Korea,0,0,0,8.58,0
34742,1,Internet,RoundTrip,207,4,2,Mon,PUSSYD,South Korea,0,0,1,8.58,0
34743,1,Internet,RoundTrip,323,4,5,Tue,PUSSYD,South Korea,0,0,0,8.58,0
34744,1,Internet,RoundTrip,11,4,17,Mon,PUSSYD,South Korea,1,0,0,8.58,0
34745,2,Internet,RoundTrip,268,4,5,Mon,PUSSYD,South Korea,1,1,0,8.58,0
34746,1,Internet,RoundTrip,56,4,7,Wed,PUSSYD,South Korea,1,1,1,8.58,0
34747,1,Internet,RoundTrip,417,4,2,Mon,PUSSYD,South Korea,0,0,0,8.58,0
34748,2,Internet,CircleTrip,40,4,2,Fri,PUSSYD,South Korea,1,1,1,8.58,0
34749,2,Internet,RoundTrip,44,4,2,Wed,PUSSYD,South Korea,0,0,0,8.58,0
34750,1,Internet,RoundTrip,29,4,14,Fri,PUSTRZ,India,0,1,0,6.33,0
34751,1,Internet,RoundTrip,29,4,14,Fri,PUSTRZ,India,0,1,0,6.33,0
34752,1,Internet,RoundTrip,27,4,4,Tue,PVGREP,United States,0,0,0,5.33,0
34753,1,Internet,RoundTrip,90,4,14,Thu,PVGRGN,Myanmar (Burma),1,1,1,5.33,0
34754,1,Internet,RoundTrip,31,4,1,Fri,PVGSGN,(not set),0,0,0,5.33,1
34755,2,Internet,RoundTrip,70,4,7,Wed,PVGSIN,China,0,0,0,5.33,1
34756,6,Internet,RoundTrip,45,4,15,Sun,PVGSIN,China,0,0,0,5.33,0
34757,1,Internet,RoundTrip,34,4,9,Tue,PVGSIN,Taiwan,0,0,0,5.33,0
34758,2,Mobile,RoundTrip,25,4,15,Sun,PVGSIN,China,0,0,1,5.33,0
34759,1,Internet,RoundTrip,21,4,3,Fri,PVGSIN,Singapore,0,0,0,5.33,0
34760,1,Internet,RoundTrip,67,4,12,Thu,PVGSIN,Singapore,0,0,1,5.33,0
34761,4,Internet,RoundTrip,56,4,5,Thu,PVGSIN,China,1,0,1,5.33,0
34762,2,Internet,RoundTrip,105,4,8,Wed,PVGSIN,China,1,0,0,5.33,0
34763,1,Internet,RoundTrip,353,4,22,Sun,PVGSIN,China,0,0,0,5.33,0
34764,4,Internet,RoundTrip,45,4,14,Wed,PVGSIN,China,1,1,0,5.33,0
34765,1,Internet,RoundTrip,17,4,13,Tue,PVGSIN,Singapore,0,0,1,5.33,1
34766,1,Internet,RoundTrip,13,4,10,Thu,PVGSIN,India,0,0,0,5.33,0
34767,2,Mobile,RoundTrip,335,4,18,Mon,PVGSIN,Singapore,1,0,0,5.33,1
34768,1,Internet,RoundTrip,5,4,9,Fri,PVGSIN,China,0,0,1,5.33,0
34769,1,Internet,RoundTrip,8,4,11,Thu,PVGSIN,United States,1,0,0,5.33,0
34770,2,Mobile,RoundTrip,146,4,1,Thu,PVGSIN,China,1,0,0,5.33,0
34771,3,Internet,RoundTrip,146,4,1,Sat,PVGSIN,China,0,0,0,5.33,0
34772,1,Mobile,RoundTrip,42,4,3,Fri,PVGSIN,China,1,1,1,5.33,0
34773,1,Internet,RoundTrip,9,4,5,Wed,PVGSIN,United States,1,0,1,5.33,0
34774,2,Internet,RoundTrip,220,4,14,Tue,PVGSIN,China,1,0,0,5.33,0
34775,3,Internet,RoundTrip,146,4,0,Sat,PVGSIN,China,0,0,0,5.33,0
34776,2,Mobile,RoundTrip,42,4,4,Fri,PVGSIN,China,1,1,1,5.33,0
34777,4,Internet,RoundTrip,8,4,10,Thu,PVGSIN,United States,0,0,0,5.33,0
34778,2,Internet,RoundTrip,184,4,3,Tue,PVGSIN,Singapore,1,0,1,5.33,1
34779,1,Internet,RoundTrip,14,4,10,Thu,PVGSIN,Hong Kong,0,1,0,5.33,0
34780,1,Internet,RoundTrip,191,4,17,Sun,PVGSUB,Indonesia,1,1,0,5.33,0
34781,2,Internet,RoundTrip,13,4,7,Tue,PVGSUB,Indonesia,1,1,1,5.33,1
34782,2,Internet,RoundTrip,11,4,4,Mon,PVGSUB,China,1,0,0,5.33,1
34783,1,Internet,RoundTrip,13,4,4,Fri,PVGSUB,Indonesia,1,1,1,5.33,1
34784,2,Mobile,RoundTrip,14,4,4,Fri,PVGSUB,Indonesia,1,0,1,5.33,1
34785,1,Internet,RoundTrip,18,4,11,Sun,PVGSUB,China,0,0,0,5.33,0
34786,1,Internet,RoundTrip,76,4,1,Fri,PVGSYD,South Korea,0,0,0,8.58,0
34787,1,Internet,RoundTrip,8,4,13,Wed,PVGSYD,Australia,0,0,0,8.58,0
34788,1,Internet,RoundTrip,52,4,22,Tue,PVGSYD,Australia,0,0,0,8.58,0
34789,1,Internet,RoundTrip,17,4,15,Mon,PVGSYD,Australia,0,1,1,8.58,0
34790,1,Internet,RoundTrip,90,4,9,Fri,PVGSYD,Australia,0,0,1,8.58,0
34791,1,Internet,RoundTrip,25,4,11,Sun,PVGSYD,Australia,0,0,1,8.58,0
34792,2,Internet,RoundTrip,6,4,22,Tue,PVGSYD,Australia,1,1,0,8.58,0
34793,1,Internet,RoundTrip,14,4,23,Mon,PVGSYD,Australia,1,1,1,8.58,0
34794,2,Internet,RoundTrip,71,4,23,Tue,PVGSYD,Australia,0,0,0,8.58,0
34795,1,Internet,RoundTrip,47,4,5,Fri,PVGSYD,Australia,0,0,1,8.58,0
34796,2,Internet,RoundTrip,13,4,5,Thu,PVGTGG,China,1,0,0,5.33,1
34797,2,Mobile,RoundTrip,29,4,11,Sat,PVGTGG,China,1,0,0,5.33,0
34798,2,Mobile,RoundTrip,114,4,9,Fri,PVGTWU,China,1,1,1,5.33,0
34799,2,Internet,RoundTrip,140,4,8,Fri,PVGTWU,China,0,0,1,5.33,0
34800,4,Mobile,RoundTrip,112,4,7,Thu,PVGTWU,China,1,0,0,5.33,0
34801,1,Mobile,RoundTrip,44,4,13,Fri,PVGTWU,China,0,1,0,5.33,0
34802,1,Internet,RoundTrip,43,4,9,Wed,PVGTWU,China,0,0,0,5.33,0
34803,2,Internet,RoundTrip,192,4,13,Wed,PVGTWU,China,1,0,0,5.33,0
34804,2,Internet,RoundTrip,67,4,8,Sat,PVGTWU,China,0,1,0,5.33,0
34805,1,Internet,RoundTrip,12,4,7,Sat,REPSYD,Australia,0,0,0,8.58,0
34806,1,Internet,RoundTrip,6,4,4,Wed,REPSYD,Australia,1,0,0,8.58,0
34807,1,Internet,RoundTrip,3,4,4,Wed,REPSYD,Australia,0,0,1,8.58,0
34808,1,Internet,RoundTrip,40,4,12,Fri,REPTPE,Taiwan,0,1,0,4.67,0
34809,2,Internet,RoundTrip,25,4,15,Sun,REPTPE,Taiwan,0,0,0,4.67,0
34810,2,Internet,RoundTrip,133,4,16,Thu,REPTPE,Taiwan,1,0,1,4.67,0
34811,2,Internet,RoundTrip,83,4,8,Thu,REPTPE,Taiwan,0,0,0,4.67,0
34812,1,Internet,RoundTrip,6,4,6,Tue,REPTPE,Taiwan,0,0,0,4.67,0
34813,2,Internet,RoundTrip,77,4,5,Fri,REPTPE,Taiwan,0,0,0,4.67,0
34814,4,Internet,RoundTrip,49,4,7,Wed,REPTPE,Taiwan,1,0,0,4.67,0
34815,1,Internet,RoundTrip,51,4,11,Mon,REPTPE,Taiwan,1,0,0,4.67,0
34816,1,Internet,RoundTrip,51,4,10,Mon,REPTPE,Taiwan,1,0,0,4.67,0
34817,4,Internet,RoundTrip,135,4,5,Mon,REPTPE,Taiwan,1,0,0,4.67,0
34818,1,Internet,RoundTrip,23,4,10,Fri,REPTPE,Taiwan,0,0,0,4.67,0
34819,3,Internet,RoundTrip,65,4,16,Mon,REPTPE,Taiwan,0,0,0,4.67,0
34820,1,Internet,RoundTrip,30,4,15,Wed,REPTPE,Taiwan,0,0,0,4.67,0
34821,1,Internet,RoundTrip,138,4,9,Sun,REPTPE,Taiwan,1,0,0,4.67,0
34822,1,Internet,RoundTrip,138,4,9,Sun,REPTPE,Taiwan,0,0,0,4.67,0
34823,1,Internet,RoundTrip,50,4,14,Thu,REPTPE,Taiwan,0,0,0,4.67,0
34824,1,Internet,RoundTrip,17,4,6,Mon,REPTPE,Taiwan,0,0,0,4.67,0
34825,2,Internet,RoundTrip,18,4,7,Sat,REPTPE,Taiwan,1,0,0,4.67,0
34826,1,Mobile,RoundTrip,15,4,8,Wed,RGNSYD,Australia,0,0,1,8.58,0
34827,1,Internet,RoundTrip,2,4,6,Fri,RGNSYD,Australia,0,1,1,8.58,0
34828,1,Internet,RoundTrip,3,4,11,Tue,SBWSYD,Australia,1,1,1,8.58,0
34829,1,Internet,RoundTrip,11,4,7,Wed,SBWSYD,Malaysia,1,1,0,8.58,0
34830,1,Internet,RoundTrip,343,4,6,Wed,SBWSYD,Australia,0,0,1,8.58,0
34831,1,Internet,RoundTrip,4,4,9,Thu,SBWSYD,Australia,0,0,1,8.58,0
34832,1,Internet,RoundTrip,31,4,7,Mon,SBWTPE,Taiwan,0,0,0,4.67,1
34833,1,Internet,RoundTrip,82,4,17,Fri,SBWTPE,Malaysia,1,1,1,4.67,1
34834,1,Internet,RoundTrip,0,4,2,Mon,SBWTPE,Taiwan,1,1,1,4.67,0
34835,1,Internet,RoundTrip,39,4,10,Mon,SBWTPE,Malaysia,1,0,0,4.67,1
34836,5,Internet,RoundTrip,62,4,13,Thu,SBWTPE,Malaysia,1,0,0,4.67,0
34837,3,Internet,RoundTrip,86,4,13,Mon,SBWTPE,Taiwan,1,0,0,4.67,0
34838,1,Internet,RoundTrip,17,4,16,Sat,SBWTPE,Taiwan,1,0,0,4.67,1
34839,3,Internet,RoundTrip,203,4,15,Mon,SBWTPE,Malaysia,1,0,0,4.67,1
34840,1,Internet,RoundTrip,71,4,14,Wed,SBWTPE,Malaysia,1,1,0,4.67,1
34841,1,Internet,RoundTrip,2,4,15,Thu,SBWTPE,Malaysia,1,0,0,4.67,1
34842,1,Mobile,RoundTrip,151,4,5,Mon,SBWTPE,Malaysia,1,0,1,4.67,1
34843,2,Mobile,RoundTrip,145,4,7,Thu,SBWTPE,Taiwan,0,0,1,4.67,0
34844,1,Internet,RoundTrip,17,4,15,Sun,SBWTPE,Taiwan,0,0,0,4.67,0
34845,2,Mobile,RoundTrip,2,4,2,Tue,SBWTPE,Malaysia,0,0,0,4.67,0
34846,1,Internet,RoundTrip,93,4,13,Fri,SBWTPE,Taiwan,0,0,0,4.67,1
34847,1,Internet,RoundTrip,13,4,12,Wed,SBWTPE,Malaysia,1,0,1,4.67,1
34848,1,Mobile,RoundTrip,2,4,15,Thu,SBWTPE,Taiwan,1,0,0,4.67,0
34849,1,Internet,RoundTrip,71,4,8,Wed,SBWTPE,Malaysia,0,1,0,4.67,0
34850,1,Internet,RoundTrip,35,4,6,Thu,SBWTPE,Taiwan,1,1,0,4.67,0
34851,1,Internet,RoundTrip,27,4,2,Fri,SBWTPE,Malaysia,1,0,0,4.67,0
34852,1,Internet,RoundTrip,28,4,1,Thu,SBWTPE,Malaysia,1,0,1,4.67,0
34853,1,Internet,RoundTrip,6,4,8,Sat,SBWTPE,Taiwan,1,1,0,4.67,1
34854,1,Internet,RoundTrip,21,4,14,Wed,SBWTPE,Taiwan,1,0,0,4.67,1
34855,2,Internet,RoundTrip,18,4,6,Sat,SBWTPE,Malaysia,1,0,0,4.67,0
34856,1,Internet,RoundTrip,48,4,14,Sun,SBWTPE,Taiwan,0,0,0,4.67,1
34857,2,Internet,RoundTrip,32,4,2,Mon,SBWTPE,Malaysia,1,0,1,4.67,0
34858,5,Internet,RoundTrip,85,4,0,Tue,SBWTPE,Malaysia,1,0,1,4.67,0
34859,1,Internet,RoundTrip,0,4,4,Sat,SBWXIY,Malaysia,0,0,0,5,1
34860,1,Internet,RoundTrip,6,4,22,Thu,SDKTPE,Taiwan,0,0,1,4.67,1
34861,1,Internet,RoundTrip,60,4,4,Sat,SDKTPE,Malaysia,0,0,0,4.67,0
34862,1,Internet,RoundTrip,74,4,9,Sun,SGNSYD,Australia,0,1,1,8.58,0
34863,1,Internet,RoundTrip,74,4,10,Sun,SGNSYD,Australia,1,1,1,8.58,0
34864,2,Internet,RoundTrip,65,4,4,Mon,SGNSYD,Australia,0,0,0,8.58,0
34865,1,Internet,RoundTrip,52,4,0,Mon,SGNSYD,Australia,0,0,0,8.58,0
34866,2,Internet,RoundTrip,23,4,4,Sat,SGNSYD,Canada,0,1,1,8.58,0
34867,1,Mobile,RoundTrip,83,4,2,Sat,SGNSYD,Vietnam,0,0,0,8.58,0
34868,1,Internet,RoundTrip,37,4,4,Tue,SGNSYD,Vietnam,1,1,0,8.58,0
34869,1,Internet,RoundTrip,22,4,6,Tue,SGNSYD,Australia,1,0,0,8.58,0
34870,1,Internet,RoundTrip,70,4,10,Sun,SGNSYD,Australia,0,0,1,8.58,0
34871,1,Internet,RoundTrip,138,4,10,Sat,SGNSYD,Australia,0,1,0,8.58,0
34872,1,Internet,RoundTrip,14,4,23,Mon,SGNSYD,Australia,1,0,0,8.58,0
34873,1,Internet,RoundTrip,9,4,8,Tue,SGNSYD,Vietnam,0,0,0,8.58,1
34874,1,Internet,RoundTrip,8,4,10,Wed,SGNSYD,Australia,0,0,1,8.58,0
34875,1,Internet,RoundTrip,12,4,13,Sun,SGNSYD,Australia,1,0,1,8.58,0
34876,2,Internet,RoundTrip,105,4,17,Wed,SGNSYD,Vietnam,1,0,1,8.58,0
34877,1,Internet,RoundTrip,73,4,2,Mon,SGNSYD,Australia,1,1,1,8.58,0
34878,1,Internet,RoundTrip,37,4,12,Tue,SGNSYD,Australia,0,0,0,8.58,0
34879,1,Internet,RoundTrip,2,4,17,Wed,SGNSYD,Vietnam,0,1,1,8.58,1
34880,2,Mobile,RoundTrip,22,4,7,Thu,SGNSYD,Australia,1,1,1,8.58,0
34881,1,Internet,RoundTrip,58,4,5,Fri,SGNSYD,Australia,1,0,1,8.58,0
34882,1,Internet,RoundTrip,97,4,12,Sun,SGNSYD,Australia,0,0,0,8.58,0
34883,1,Internet,RoundTrip,61,4,8,Fri,SGNSYD,Thailand,1,1,1,8.58,0
34884,1,Internet,RoundTrip,75,4,6,Fri,SINSYD,Australia,0,0,0,8.58,0
34885,2,Internet,RoundTrip,168,4,5,Thu,SINSYD,Singapore,0,0,1,8.58,1
34886,1,Internet,RoundTrip,18,4,3,Mon,SINSYD,Australia,1,0,0,8.58,0
34887,1,Internet,RoundTrip,11,4,6,Mon,SINSYD,Australia,0,0,0,8.58,0
34888,1,Internet,RoundTrip,30,4,9,Mon,SINSYD,Australia,1,0,1,8.58,0
34889,1,Internet,RoundTrip,15,4,10,Tue,SINSYD,Australia,0,0,0,8.58,1
34890,1,Internet,RoundTrip,243,4,9,Mon,SINSYD,Singapore,1,0,0,8.58,0
34891,1,Internet,RoundTrip,102,4,4,Sun,SINSYD,Australia,0,1,0,8.58,0
34892,1,Internet,RoundTrip,56,4,10,Mon,SINSYD,Australia,0,1,1,8.58,0
34893,2,Internet,RoundTrip,14,4,14,Thu,SINSYD,Australia,1,0,0,8.58,0
34894,1,Internet,RoundTrip,62,4,6,Fri,SINSYD,Australia,0,0,1,8.58,0
34895,1,Mobile,RoundTrip,16,4,3,Sat,SINSYD,Singapore,0,0,0,8.58,0
34896,1,Internet,RoundTrip,11,4,3,Mon,SINSYD,Australia,0,0,0,8.58,0
34897,2,Internet,RoundTrip,96,4,8,Sat,SINSYD,Australia,0,0,0,8.58,0
34898,1,Internet,RoundTrip,35,4,3,Wed,SINSYD,Singapore,0,0,0,8.58,0
34899,1,Internet,RoundTrip,16,4,5,Thu,SINSYD,Australia,0,0,0,8.58,1
34900,2,Internet,RoundTrip,338,4,3,Mon,SINSYD,Malaysia,0,0,1,8.58,1
34901,2,Internet,RoundTrip,38,4,10,Fri,SINSYD,Australia,1,1,1,8.58,0
34902,1,Internet,RoundTrip,29,4,13,Sat,SINSYD,Australia,0,0,0,8.58,0
34903,1,Internet,RoundTrip,10,4,14,Mon,SINTPE,Taiwan,0,0,1,4.67,0
34904,1,Internet,RoundTrip,92,4,8,Fri,SINTPE,Taiwan,0,0,1,4.67,0
34905,2,Mobile,RoundTrip,190,4,4,Mon,SINTPE,Taiwan,0,1,0,4.67,0
34906,1,Internet,RoundTrip,14,4,7,Fri,SINTPE,Singapore,1,0,0,4.67,0
34907,1,Internet,RoundTrip,32,4,8,Tue,SINWUH,China,1,0,0,5.13,0
34908,1,Internet,RoundTrip,25,4,18,Sat,SINWUH,Singapore,0,1,1,5.13,1
34909,1,Internet,RoundTrip,2,4,14,Mon,SINXIY,Singapore,0,0,0,5,0
34910,1,Internet,RoundTrip,17,4,15,Thu,SRGTPE,Indonesia,0,0,0,4.67,0
34911,3,Internet,RoundTrip,148,4,13,Thu,SRGTPE,Indonesia,1,1,1,4.67,0
34912,1,Internet,RoundTrip,18,4,14,Mon,SUBTPE,Indonesia,1,0,0,4.67,1
34913,2,Internet,RoundTrip,61,4,11,Fri,SUBTPE,Indonesia,1,0,0,4.67,0
34914,1,Internet,RoundTrip,22,4,2,Wed,SUBTPE,Indonesia,0,0,0,4.67,0
34915,5,Mobile,RoundTrip,38,4,18,Fri,SUBWUH,China,0,0,0,5.13,0
34916,2,Internet,RoundTrip,11,4,11,Fri,SYDTPE,Australia,0,0,1,8.58,0
34917,1,Internet,OneWay,92,4,14,Thu,SYDTPE,Taiwan,1,1,0,8.58,0
34918,2,Internet,RoundTrip,144,4,13,Sun,SYDTPE,Taiwan,1,1,1,8.58,0
34919,1,Internet,RoundTrip,22,4,2,Thu,SYDTPE,Taiwan,0,0,0,8.58,0
34920,1,Mobile,RoundTrip,32,4,3,Tue,SYDTPE,Australia,1,0,0,8.58,0
34921,2,Internet,RoundTrip,31,4,8,Mon,SYDTPE,Australia,0,0,0,8.58,0
34922,1,Internet,RoundTrip,5,4,2,Sun,SYDTPE,Taiwan,0,0,0,8.58,0
34923,1,Mobile,RoundTrip,128,4,11,Sat,SYDTPE,Taiwan,0,0,0,8.58,0
34924,3,Internet,RoundTrip,43,4,13,Mon,SYDTPE,Taiwan,1,1,0,8.58,0
34925,1,Internet,RoundTrip,0,4,1,Thu,SYDTPE,Taiwan,0,0,0,8.58,0
34926,1,Internet,RoundTrip,28,4,3,Tue,SYDTPE,Australia,0,1,1,8.58,0
34927,1,Internet,RoundTrip,9,4,12,Tue,SYDTPE,Australia,0,0,0,8.58,0
34928,1,Internet,RoundTrip,12,4,6,Sun,SYDTPE,Australia,0,0,0,8.58,0
34929,1,Mobile,RoundTrip,22,4,12,Sat,SYDTPE,Taiwan,0,1,1,8.58,0
34930,1,Internet,RoundTrip,94,4,2,Tue,SYDTPE,Taiwan,1,0,0,8.58,0
34931,1,Internet,RoundTrip,3,4,6,Mon,SYDTPE,Taiwan,1,0,1,8.58,0
34932,1,Internet,RoundTrip,55,4,12,Fri,SYDTPE,Australia,0,0,0,8.58,0
34933,1,Internet,RoundTrip,94,4,3,Mon,SYDTPE,Taiwan,0,0,1,8.58,0
34934,1,Internet,RoundTrip,38,4,8,Thu,SYDTPE,Taiwan,1,1,0,8.58,0
34935,1,Internet,RoundTrip,27,4,15,Wed,SYDTPE,Taiwan,1,0,0,8.58,0
34936,1,Mobile,RoundTrip,34,4,13,Wed,SYDTPE,Taiwan,1,0,0,8.58,0
34937,1,Internet,RoundTrip,29,4,4,Tue,SYDTPE,Australia,0,1,1,8.58,0
34938,1,Mobile,RoundTrip,17,4,11,Fri,SYDTPE,Australia,0,0,0,8.58,0
34939,1,Internet,RoundTrip,88,4,11,Sat,SYDTPE,Taiwan,0,0,1,8.58,0
34940,1,Internet,RoundTrip,138,4,1,Fri,SYDTRZ,Australia,0,0,1,8.58,0
34941,2,Internet,RoundTrip,64,4,12,Tue,SYDTRZ,Australia,1,1,1,8.58,0
34942,1,Internet,RoundTrip,14,4,10,Wed,SYDTRZ,Australia,1,1,1,8.58,0
34943,1,Internet,RoundTrip,13,4,16,Tue,SYDTRZ,India,1,0,1,8.58,0
34944,2,Internet,RoundTrip,40,4,4,Sun,TGGTPE,Malaysia,1,0,0,4.67,0
34945,2,Internet,RoundTrip,39,4,5,Sun,TGGTPE,Malaysia,1,0,0,4.67,0
34946,2,Internet,RoundTrip,12,4,3,Fri,TGGTPE,United States,0,0,0,4.67,0
34947,1,Internet,RoundTrip,2,4,13,Thu,TGGTPE,Taiwan,1,0,0,4.67,1
34948,1,Internet,RoundTrip,49,4,9,Wed,TGGTPE,Taiwan,0,0,0,4.67,1
34949,4,Internet,RoundTrip,49,4,9,Wed,TGGTPE,Taiwan,1,0,1,4.67,0
34950,1,Internet,RoundTrip,69,4,8,Thu,TGGTPE,Taiwan,1,0,1,4.67,0
34951,1,Internet,RoundTrip,37,4,2,Tue,TGGTPE,Malaysia,1,0,0,4.67,0
34952,1,Mobile,RoundTrip,164,4,10,Fri,TPETRZ,India,0,0,0,4.67,0
34953,1,Internet,RoundTrip,13,4,14,Tue,TPETRZ,India,0,0,0,4.67,0
34954,2,Internet,RoundTrip,246,4,16,Thu,TPETWU,Taiwan,0,0,0,4.67,1
34955,2,Internet,RoundTrip,83,4,15,Sat,TPETWU,Taiwan,0,0,0,4.67,1
34956,2,Internet,RoundTrip,44,4,8,Sat,TWUWUH,China,1,0,0,5.13,0
34957,2,Internet,RoundTrip,175,4,13,Mon,TWUXIY,China,0,0,0,5,0
34958,1,Internet,RoundTrip,43,5,7,Fri,AKLICN,South Korea,1,1,0,6.62,0
34959,1,Internet,RoundTrip,67,5,2,Thu,AKLICN,South Korea,0,1,1,6.62,0
34960,2,Internet,RoundTrip,19,5,12,Mon,AKLICN,South Korea,1,1,0,6.62,0
34961,1,Internet,RoundTrip,34,5,1,Sat,AKLICN,South Korea,0,0,1,6.62,0
34962,2,Internet,RoundTrip,44,5,10,Tue,AKLICN,South Korea,1,0,1,6.62,0
34963,1,Mobile,RoundTrip,33,5,11,Wed,AKLICN,South Korea,1,0,0,6.62,0
34964,2,Internet,RoundTrip,235,5,1,Sun,AKLKIX,New Zealand,0,0,0,7,0
34965,1,Internet,RoundTrip,35,5,9,Thu,AKLKUL,New Zealand,0,0,1,8.83,0
34966,1,Internet,RoundTrip,15,5,9,Wed,AKLKUL,New Zealand,1,0,0,8.83,0
34967,1,Internet,RoundTrip,59,5,14,Fri,AKLKUL,Singapore,1,0,1,8.83,0
34968,2,Internet,RoundTrip,74,5,7,Sun,AKLKUL,Malaysia,1,1,1,8.83,0
34969,1,Internet,RoundTrip,5,5,0,Mon,AKLKUL,New Zealand,0,0,0,8.83,0
34970,2,Internet,RoundTrip,337,5,6,Tue,AKLKUL,Indonesia,0,0,1,8.83,0
34971,2,Internet,RoundTrip,14,5,14,Wed,AKLKUL,Malaysia,1,0,1,8.83,1
34972,1,Internet,RoundTrip,174,5,16,Sat,AKLKUL,Malaysia,0,1,1,8.83,0
34973,2,Internet,RoundTrip,278,5,4,Thu,AKLKUL,Malaysia,1,0,0,8.83,0
